300 30000 50000
82 124 500 305
82 250 295 89
82 10 148 338
82 165 347 776
82 141 1 639
82 157 244 675
82 240 159 631
82 90 329 32
82 211 217 1000
82 125 45 986
82 150 437 553
82 129 111 782
82 256 350 44
82 270 306 708
82 68 379 609
82 225 113 287
82 170 500 454
82 75 1 773
82 291 383 808
82 43 500 421
82 298 118 232
82 48 328 77
82 91 134 809
82 153 218 478
82 245 500 352
82 105 422 578
82 52 22 694
82 70 392 398
82 164 332 230
82 47 62 1000
82 242 427 445
82 12 332 392
82 266 500 190
82 282 123 394
82 281 500 279
82 18 245 260
82 70 143 725
82 175 274 650
82 15 71 334
82 153 287 787
82 184 160 1000
82 219 351 143
82 243 356 733
82 187 363 1
82 199 500 357
82 94 262 840
82 210 203 636
82 175 85 810
82 252 308 771
82 116 405 666
82 67 238 471
82 49 55 472
82 127 94 890
82 123 500 151
82 252 162 522
82 184 254 488
82 226 500 298
82 93 500 439
82 165 461 525
82 217 227 952
82 7 500 195
82 106 375 346
82 102 168 1000
82 53 279 876
82 235 136 385
82 243 206 747
82 32 350 1
82 71 433 548
82 108 150 865
82 136 354 24
82 199 149 723
82 232 422 526
82 89 213 459
82 227 500 379
82 222 331 436
82 37 134 989
82 26 403 1
82 287 128 1000
82 30 260 765
82 25 148 1000
82 209 489 503
82 256 296 752
82 34 49 578
82 164 330 1
82 130 57 786
82 106 191 57
82 192 53 1000
82 152 375 506
82 243 499 83
82 187 403 500
82 177 177 830
82 282 196 1000
82 230 454 651
82 183 330 802
82 41 303 322
82 100 10 578
82 266 106 919
82 257 124 749
82 76 500 371
82 6 286 834
82 222 366 1
82 295 84 375
82 253 1 853
82 121 354 122
82 232 247 684
83 84 2 757
83 82 484 322
83 267 268 527
83 209 349 1
83 297 256 617
83 82 130 495
83 238 96 225
83 79 437 1
83 192 147 1000
83 183 500 313
83 114 218 427
83 141 458 464
83 40 349 93
83 116 375 648
83 275 473 9
83 122 352 587
83 247 340 1
83 226 252 1000
83 29 272 107
83 293 154 917
83 99 500 486
83 253 368 485
83 13 319 146
83 219 61 1000
83 163 140 300
83 248 95 922
83 189 338 573
83 129 386 47
83 67 307 737
83 279 474 432
83 196 445 280
83 139 135 820
83 170 114 437
83 0 379 694
83 153 165 1000
83 235 278 737
83 282 182 136
83 51 146 593
83 186 39 836
83 133 145 585
83 231 134 289
83 96 205 749
83 260 334 525
83 107 173 578
83 21 167 1000
83 50 408 238
83 291 338 1
83 235 355 430
83 65 368 1
83 46 98 801
83 261 371 749
83 183 1 724
83 245 1 619
83 72 495 464
83 148 412 1
83 99 255 979
83 239 138 167
83 98 301 689
83 251 143 169
83 249 333 96
83 27 337 109
83 170 437 1
83 94 1 853
83 14 333 1
83 238 245 464
83 236 172 1000
83 98 111 272
83 287 320 916
83 160 418 1
83 293 97 830
83 188 101 570
83 252 1 706
83 204 159 148
83 94 485 575
83 41 500 107
83 199 127 534
83 207 175 1000
83 52 500 197
83 108 330 1
83 279 369 140
83 208 344 720
83 46 85 629
83 110 500 335
83 182 116 487
83 66 108 583
83 126 122 979
83 182 274 1
84 85 6 570
84 34 155 205
84 218 1 653
84 124 291 352
84 30 247 855
84 179 399 609
84 217 228 700
84 203 407 1
84 19 92 651
84 137 189 1000
84 256 76 1000
84 248 500 356
84 28 270 698
84 241 233 820
84 124 222 272
84 119 395 1
84 55 413 119
84 118 207 999
84 68 1 716
84 242 285 1
84 194 419 147
84 286 117 762
84 259 1 820
84 1 500 171
84 5 1 649
84 262 202 833
84 87 204 1000
84 176 223 507
84 56 1 804
84 276 384 673
84 43 314 837
84 204 289 242
84 59 500 554
84 124 368 677
84 182 257 789
84 121 335 664
84 170 191 532
84 109 1 842
84 115 182 365
84 100 481 582
84 199 464 34
84 199 163 375
84 179 127 1000
84 2 144 390
84 151 247 408
84 18 492 510
84 159 368 1
84 201 135 607
84 156 500 241
84 28 407 304
84 206 169 854
84 21 248 350
84 119 49 576
84 230 500 314
84 56 342 525
84 99 206 621
84 216 331 812
84 253 133 591
84 177 237 803
84 118 499 592
84 79 382 1
84 26 307 80
84 218 94 241
84 22 435 119
84 142 207 895
84 60 500 291
84 262 44 401
84 267 165 1000
84 77 54 1000
84 78 157 329
84 12 213 518
84 105 201 407
84 238 1 583
84 43 24 815
84 131 52 921
84 262 453 76
84 76 176 212
84 36 275 1
84 35 500 331
84 216 130 825
84 120 470 419
84 296 364 237
84 269 357 69
84 254 297 480
84 114 14 736
84 287 72 1000
84 30 144 190
84 110 169 993
84 73 217 592
84 206 56 853
84 275 159 846
84 11 132 685
84 2 49 789
84 174 500 459
84 63 330 714
84 185 320 1
84 154 175 814
84 69 318 725
84 250 1 488
84 280 257 352
84 238 284 511
84 58 309 72
84 253 298 1
84 215 257 1
84 34 392 510
84 237 1 779
84 268 393 1
84 229 484 248
84 173 218 539
85 86 10 187
85 169 345 472
85 28 397 771
85 73 392 388
85 275 488 28
85 53 277 1000
85 60 293 172
85 138 212 839
85 249 50 934
85 179 477 628
85 64 215 463
85 154 177 969
85 12 158 806
85 11 345 13
85 187 15 603
85 141 306 163
85 23 428 328
85 148 218 458
85 227 69 1000
85 115 19 897
85 299 257 124
85 264 244 1000
85 58 268 668
85 214 19 651
85 288 500 205
85 267 134 1000
85 234 1 663
85 191 1 427
85 200 16 596
85 46 153 170
85 150 373 26
85 25 195 14
85 57 259 1
85 185 414 444
85 79 347 865
85 181 237 797
85 30 441 494
85 280 369 1
85 228 1 787
85 51 187 562
85 154 162 1000
85 294 496 92
85 102 500 146
85 263 77 746
85 3 154 128
85 93 1 601
85 137 312 849
85 139 149 1000
85 264 323 1
85 242 420 402
85 234 145 168
85 96 78 480
85 109 59 865
85 197 1 432
85 130 129 526
85 156 500 232
85 238 172 954
85 275 254 34
85 256 218 1000
85 296 1 646
85 166 500 540
85 238 299 446
85 277 177 691
85 261 1 746
85 242 252 497
85 245 1 711
85 110 489 92
85 282 282 737
85 269 352 631
85 134 385 510
85 169 1 813
85 28 479 1
85 235 281 555
85 292 176 538
85 48 107 1000
85 236 342 641
85 64 382 529
85 155 455 478
85 225 292 129
85 129 110 1000
85 263 257 618
85 70 353 257
85 258 240 960
85 283 481 286
85 239 198 139
85 221 426 650
85 248 293 488
85 246 95 559
85 108 421 448
85 195 292 1
85 182 255 899
85 104 301 507
85 123 183 91
85 237 111 874
85 89 313 120
85 235 377 128
85 269 202 78
85 100 101 682
85 120 1 738
85 190 328 587
85 62 477 103
85 101 310 183
85 278 249 62
85 255 137 311
85 1 101 800
85 73 49 739
86 87 1 463
86 240 407 512
86 187 130 475
86 135 377 730
86 277 209 323
86 55 493 382
86 249 453 689
86 94 62 869
86 83 466 41
86 285 469 392
86 30 1 495
86 94 298 172
86 147 178 490
86 17 455 153
86 169 359 160
86 122 500 411
86 147 464 225
86 223 365 204
86 107 343 559
86 260 260 666
86 210 65 1000
86 198 500 108
86 267 500 476
86 289 340 1
86 25 343 756
86 278 429 168
86 143 200 467
86 250 1 745
86 62 390 1
86 52 110 488
86 134 179 187
86 149 291 270
86 162 97 533
86 47 329 248
86 296 185 937
86 273 289 626
86 74 215 875
86 264 443 534
86 292 1 637
86 69 120 303
86 249 92 256
86 298 302 516
86 155 403 178
86 111 330 243
86 107 1 541
86 6 120 778
86 101 368 1
86 131 326 1
86 50 189 42
86 152 500 125
86 220 1 650
86 232 487 411
86 37 68 826
86 8 225 496
86 0 1 608
86 116 279 1000
86 195 390 17
86 23 137 670
86 1 1 612
86 297 148 1000
86 141 129 676
86 267 389 236
86 139 170 379
86 78 293 630
86 104 57 799
86 50 117 708
86 119 479 193
86 122 437 1
86 155 500 378
86 220 180 812
86 207 19 496
86 30 61 760
86 295 55 753
86 43 500 351
86 119 273 325
86 107 327 764
86 56 178 1000
86 110 1 685
86 142 42 717
86 30 1 862
86 62 452 16
86 200 107 320
86 225 64 1000
86 38 91 743
86 36 361 1
86 163 351 1
86 92 373 423
86 274 111 494
86 133 239 980
87 88 7 801
87 41 346 91
87 106 15 518
87 216 368 196
87 101 455 375
87 238 394 466
87 130 333 763
87 104 122 223
87 174 433 473
87 117 346 95
87 295 9 488
87 166 407 77
87 158 361 1
87 86 419 756
87 192 444 2
87 169 317 1
87 118 396 564
87 90 197 7
87 253 69 1000
87 106 270 403
87 133 414 468
87 30 473 614
87 200 118 871
87 149 115 532
87 123 221 339
87 155 1 616
87 115 407 356
87 143 471 651
87 115 13 792
87 30 500 195
87 27 478 637
87 56 428 1
87 14 156 606
87 147 1 702
87 149 150 212
87 132 89 442
87 13 338 18
87 176 204 206
87 193 58 656
87 284 293 557
87 30 140 842
87 239 246 845
87 153 342 387
87 186 456 419
87 58 322 499
87 216 369 641
87 286 130 928
87 134 331 1
87 196 273 973
87 211 438 701
87 159 242 600
87 26 1 759
87 212 311 93
87 109 272 390
87 165 325 547
87 26 235 523
87 78 277 358
87 183 500 189
87 228 54 895
87 275 407 485
87 288 473 1
87 145 8 473
87 107 113 1000
87 287 83 1000
87 204 140 271
87 27 1 838
87 53 305 552
87 282 149 403
87 144 120 498
87 190 139 1000
87 227 254 162
87 270 225 699
87 185 435 551
87 104 500 364
87 269 1 785
87 294 288 670
87 252 249 1
87 195 230 987
87 260 500 461
87 248 217 839
87 96 169 654
87 106 395 486
87 238 385 711
87 145 367 457
87 257 500 193
87 121 73 462
87 157 152 475
87 132 59 332
87 24 11 475
87 110 427 102
87 146 26 855
87 283 408 712
87 43 1 475
87 160 500 427
87 213 293 33
87 0 500 122
87 64 234 836
88 89 9 763
88 58 237 1000
88 35 459 227
88 32 20 758
88 9 312 941
88 57 500 160
88 138 96 1000
88 179 500 511
88 184 237 785
88 125 126 592
88 147 1 645
88 262 1 583
88 143 82 242
88 191 108 250
88 156 265 247
88 122 80 439
88 15 270 726
88 276 500 453
88 263 241 932
88 127 297 493
88 65 169 307
88 191 37 626
88 33 333 570
88 58 74 760
88 12 323 1
88 44 338 1
88 190 73 684
88 105 141 742
88 141 500 405
88 275 500 256
88 49 348 898
88 31 95 701
88 24 422 1
88 126 236 816
88 72 195 888
88 267 224 940
88 99 142 1000
88 77 283 276
88 176 234 1000
88 210 500 457
88 183 1 851
88 109 47 643
88 248 176 1000
88 106 302 1
88 39 242 552
88 120 166 1000
88 143 75 661
88 48 1 847
88 261 500 398
88 98 471 577
88 123 174 1000
88 184 49 1000
88 123 328 123
88 149 50 380
88 270 378 458
88 95 1 848
88 239 261 1
88 274 144 756
88 82 446 706
88 201 289 1
88 45 149 553
88 289 91 659
88 104 500 253
88 162 186 843
88 98 152 1000
88 255 368 1
88 187 1 711
88 157 42 613
88 287 206 487
88 205 432 203
88 255 219 428
88 210 1 487
88 254 157 156
88 82 94 318
88 66 1 657
88 125 149 332
88 211 234 341
88 126 74 1000
88 34 403 1
88 173 105 803
88 184 500 435
88 183 19 706
88 8 175 122
88 2 500 337
88 288 211 1000
88 52 338 331
88 215 283 384
88 72 48 750
88 230 283 131
89 90 15 810
89 275 259 799
89 169 500 311
89 138 256 370
89 166 500 97
89 118 108 937
89 151 1 688
89 231 500 343
89 267 224 285
89 44 246 947
89 133 205 1000
89 38 114 992
89 57 1 762
89 65 163 1000
89 190 374 8
89 275 200 38
89 127 34 595
89 261 34 1000
89 163 500 223
89 224 355 439
89 17 51 385
89 45 350 319
89 62 1 736
89 199 379 1
89 209 19 1000
89 8 413 224
89 78 104 1000
89 98 69 829
89 130 72 545
89 263 468 553
89 229 317 713
89 107 355 1
89 217 251 125
89 165 96 607
89 113 60 771
89 204 500 294
89 39 201 651
89 180 500 230
89 7 1 467
89 5 500 492
89 112 409 518
89 242 103 613
89 295 207 649
89 184 218 646
89 5 441 486
89 183 44 682
89 245 184 388
89 247 451 611
89 252 1 536
89 264 282 673
89 111 173 427
89 132 73 1000
89 160 72 455
89 170 478 36
89 98 263 352
89 260 451 78
89 243 1 740
89 44 183 464
89 17 427 374
89 1 1 769
89 226 109 408
89 3 20 874
89 177 266 1
89 194 341 80
89 211 281 606
89 47 283 552
89 126 32 764
89 232 415 401
89 49 500 347
89 9 254 253
89 164 387 1
89 4 310 118
89 145 406 1
89 34 1 543
89 203 248 163
89 148 84 298
89 153 349 160
89 272 231 575
89 221 119 172
89 226 299 1
89 142 1 595
89 102 120 237
89 62 336 473
89 213 93 932
89 102 500 386
89 46 340 1
89 159 455 194
89 98 312 694
89 226 113 1000
89 54 218 243
89 231 11 800
89 207 500 167
89 93 84 380
89 185 500 398
89 293 306 390
89 150 210 828
89 157 500 13
89 137 455 245
89 244 100 280
89 281 8 472
89 135 66 285
89 0 1 632
89 266 22 668
89 141 1 775
89 40 261 1
89 125 232 277
89 262 265 1
89 107 500 228
89 242 500 307
89 34 174 1000
89 297 378 836
90 91 2 746
90 23 345 592
90 206 231 760
90 289 328 1
90 177 1 544
90 5 1 644
90 181 403 649
90 39 86 729
90 176 500 496
90 124 230 370
90 48 500 272
90 197 315 1
90 233 238 1
90 160 218 482
90 185 175 179
90 57 279 932
90 82 365 290
90 57 270 545
90 197 197 801
90 224 184 597
90 1 353 1
90 142 233 94
90 47 16 1000
90 289 218 662
90 16 230 564
90 246 65 369
90 241 257 64
90 295 409 496
90 291 325 63
90 262 195 940
90 61 289 983
90 239 1 666
90 231 227 1000
90 36 4 587
90 31 27 969
90 128 175 984
90 215 373 486
90 205 500 223
90 101 276 834
90 290 500 416
90 45 14 451
90 151 486 329
90 49 54 870
90 6 154 379
90 78 324 882
90 77 117 1000
90 192 352 402
90 193 428 57
90 151 219 772
90 102 500 197
90 50 156 270
90 24 359 545
90 279 1 691
90 98 178 155
90 107 433 390
90 209 57 364
90 298 129 578
90 258 368 369
90 187 266 1000
90 157 37 357
90 191 500 299
90 68 44 747
90 286 299 233
90 46 108 409
90 258 31 730
90 238 328 805
90 222 230 93
90 70 130 938
90 22 173 595
90 41 273 284
90 161 463 624
90 19 403 183
90 19 1 793
90 288 192 1000
90 274 500 108
90 67 472 537
90 214 286 32
90 212 246 480
90 192 500 262
90 236 364 1
90 264 500 108
90 186 416 143
90 172 416 1
90 4 121 902
90 154 1 557
90 132 279 34
90 279 75 1000
90 125 104 356
90 153 184 1000
90 269 204 1000
90 114 375 556
90 154 158 663
90 54 1 814
90 60 41 864
90 35 317 588
90 188 149 480
90 197 439 577
90 97 500 329
90 216 215 915
90 156 500 275
90 123 188 254
90 21 298 1
90 35 369 258
90 76 1 577
90 21 376 692
90 179 496 385
90 164 364 79
90 284 414 465
90 119 207 202
90 107 125 443
90 254 41 692
91 92 15 207
91 202 338 188
91 65 114 1000
91 214 244 64
91 18 338 463
91 154 94 720
91 72 298 351
91 210 407 755
91 247 314 683
91 46 207 919
91 142 310 108
91 299 312 547
91 256 222 278
91 263 342 803
91 247 316 414
91 174 462 420
91 126 334 728
91 52 183 993
91 22 1 494
91 177 82 765
91 138 500 233
91 284 1 878
91 82 1 784
91 29 41 578
91 245 500 347
91 265 1 736
91 155 57 891
91 126 1 874
91 144 302 960
91 97 265 198
91 280 500 386
91 106 203 165
91 141 1 685
91 51 303 147
91 272 105 305
91 1 352 1
91 202 43 700
91 257 323 1
91 76 150 627
91 25 254 631
91 276 500 560
91 29 324 1
91 88 405 264
91 56 1 811
91 281 500 442
91 40 44 464
91 51 209 738
91 184 47 873
91 217 392 789
91 237 226 1
91 2 92 1000
91 131 382 83
91 158 15 546
91 281 424 1
91 297 33 958
91 24 1 552
91 127 144 723
91 51 135 415
91 140 219 467
91 77 220 80
91 249 479 405
91 30 261 659
91 0 178 485
91 7 500 321
91 109 26 894
91 268 500 203
91 125 167 220
91 55 481 8
91 268 153 535
91 27 61 422
91 87 345 443
91 18 370 317
91 60 134 1000
91 263 114 579
91 167 214 382
91 12 120 1000
91 242 203 1000
91 217 23 824
91 55 337 640
91 119 399 475
91 152 79 1000
91 207 498 248
91 20 405 696
91 131 345 395
92 93 5 728
92 64 1 538
92 120 149 596
92 253 133 1000
92 235 112 297
92 173 500 231
92 119 373 252
92 112 362 41
92 165 478 91
92 200 198 982
92 147 328 192
92 135 391 270
92 91 267 583
92 11 18 720
92 41 326 370
92 131 70 905
92 125 375 656
92 102 186 269
92 137 378 629
92 267 323 941
92 206 499 189
92 221 173 907
92 90 385 511
92 59 166 756
92 257 500 455
92 189 246 850
92 266 30 735
92 160 246 373
92 152 378 479
92 109 209 178
92 165 236 323
92 272 271 481
92 282 269 650
92 253 281 1
92 12 114 818
92 55 349 511
92 297 1 853
92 287 190 134
92 58 321 24
92 155 361 842
92 249 33 676
92 176 191 1000
92 255 217 621
92 123 51 424
92 178 189 463
92 246 32 975
92 254 395 1
92 22 142 663
92 293 291 611
92 165 148 426
92 71 56 728
92 68 419 221
92 82 113 349
92 65 217 1
92 298 118 284
92 9 181 593
92 9 500 80
92 273 500 393
92 9 254 738
92 140 142 128
92 69 234 276
92 14 231 498
92 56 337 176
92 186 1 720
92 260 183 162
92 285 139 484
92 291 279 604
92 249 158 168
92 24 55 847
92 286 378 240
92 195 180 473
92 291 281 640
92 225 339 911
92 128 91 902
92 138 500 308
92 231 450 232
92 240 104 355
92 75 20 429
92 43 333 199
92 111 240 676
92 227 165 183
92 261 384 402
92 194 439 174
92 10 1 820
92 199 112 606
92 129 228 643
92 30 270 695
92 56 309 96
92 168 414 82
92 286 273 256
92 23 72 1000
92 212 25 471
92 136 1 919
92 93 63 1000
92 66 289 38
92 119 82 881
92 102 201 671
92 137 500 492
92 68 116 260
92 205 64 696
93 94 8 289
93 294 167 200
93 111 320 229
93 29 325 72
93 280 92 457
93 225 321 507
93 18 150 886
93 245 281 606
93 6 55 887
93 234 370 782
93 263 45 591
93 258 281 340
93 229 370 348
93 225 500 493
93 74 489 334
93 105 112 272
93 248 316 1
93 83 186 376
93 51 212 730
93 242 134 1000
93 126 428 84
93 208 500 328
93 237 1 675
93 159 376 807
93 156 190 471
93 35 391 209
93 244 375 15
93 105 246 647
93 206 335 260
93 188 384 1
93 73 269 159
93 144 1 510
93 230 206 263
93 32 85 1000
93 165 1 560
93 77 1 495
93 25 354 284
93 162 149 573
93 289 10 914
93 80 485 213
93 288 375 120
93 48 121 1000
93 179 13 710
93 153 272 8
93 94 248 1000
93 262 500 347
93 205 31 940
93 197 197 121
93 270 500 367
93 255 286 716
93 47 500 196
93 2 160 557
93 73 178 679
93 60 297 345
93 207 262 688
93 161 385 419
93 132 91 1000
93 178 162 1000
93 60 1 892
93 138 101 519
93 245 500 383
93 146 500 463
93 16 237 111
93 261 78 741
93 226 208 381
93 266 117 406
93 81 282 1000
93 232 355 244
93 64 145 977
93 269 267 1
93 193 295 353
93 152 92 941
93 287 421 446
93 266 154 248
93 227 261 615
93 115 446 617
93 43 339 290
93 204 92 518
93 103 1 738
93 225 170 612
93 212 78 487
93 18 339 536
93 203 455 26
93 56 327 1
93 196 98 419
93 68 395 347
93 276 139 670
93 48 283 834
93 217 383 528
93 281 55 986
93 239 358 1
93 273 347 1
93 164 175 1000
94 95 5 88
94 204 44 365
94 258 459 451
94 264 497 428
94 235 497 421
94 98 48 871
94 67 333 412
94 43 367 825
94 206 192 68
94 102 1 551
94 135 175 883
94 17 287 1
94 237 406 717
94 183 336 296
94 74 40 473
94 181 81 547
94 225 308 608
94 229 142 865
94 69 244 999
94 195 325 708
94 46 500 534
94 148 295 412
94 150 366 1
94 113 170 906
94 235 483 261
94 241 500 405
94 55 264 1000
94 291 266 610
94 203 232 357
94 177 140 214
94 226 34 350
94 84 78 1000
94 11 1 589
94 159 238 166
94 90 319 815
94 151 390 491
94 178 231 812
94 276 287 87
94 263 500 335
94 199 166 508
94 268 496 162
94 200 367 9
94 60 133 589
94 245 37 1000
94 3 1 794
94 225 388 728
94 129 1 710
94 130 27 716
94 175 365 571
94 213 1 849
94 244 70 466
94 69 318 480
94 152 160 277
94 50 298 684
94 279 102 497
94 185 345 1
94 147 97 623
94 112 461 360
94 128 463 623
94 223 500 372
94 231 187 936
94 122 118 998
94 212 282 762
94 259 500 115
94 138 359 426
94 260 1 886
94 202 182 1000
94 207 417 622
94 57 1 769
94 209 250 1
94 205 500 105
94 288 462 661
94 209 373 281
94 36 1 503
94 247 110 880
94 145 69 504
94 12 426 1
94 120 338 54
94 86 310 280
94 45 132 1000
94 196 345 237
94 102 1 824
94 299 115 306
94 161 397 329
94 7 100 411
94 53 110 337
94 115 349 1
94 253 147 675
94 59 330 1
94 40 1 684
94 250 453 70
94 63 13 703
94 99 16 709
94 269 62 418
94 257 147 155
94 183 1 725
94 252 223 981
94 39 341 1
94 69 47 995
94 205 227 116
95 96 8 136
95 31 194 466
95 41 400 325
95 77 376 295
95 82 151 794
95 144 217 181
95 281 135 230
95 34 400 177
95 20 348 855
95 116 155 1000
95 218 473 1
95 153 15 405
95 130 12 424
95 220 500 380
95 36 160 712
95 109 2 452
95 45 203 155
95 116 500 22
95 92 206 535
95 37 487 95
95 205 222 613
95 43 1 579
95 0 500 104
95 163 198 888
95 31 310 341
95 254 440 330
95 130 293 590
95 174 119 181
95 38 370 403
95 27 466 449
95 94 76 654
95 213 216 956
95 30 430 404
95 172 228 832
95 251 299 150
95 51 198 934
95 209 1 931
95 115 338 363
95 156 356 578
95 120 1 776
95 3 178 744
95 118 117 239
95 129 122 1000
95 82 307 630
95 176 51 890
95 100 429 229
95 164 34 355
95 287 58 1000
95 254 174 1000
95 153 261 357
95 26 358 308
95 108 140 321
95 175 188 1000
95 262 192 807
95 221 239 645
95 246 244 1000
95 14 500 431
95 6 128 351
95 38 500 447
95 98 285 854
95 48 218 8
95 104 312 203
95 294 1 643
95 198 207 1000
95 91 245 280
95 156 1 722
95 12 284 33
95 274 142 571
95 244 48 745
95 126 333 693
95 23 433 585
95 28 156 575
95 265 374 821
95 262 69 289
95 154 214 427
95 239 282 532
95 180 156 225
95 125 96 321
95 248 168 516
95 112 1 688
95 17 383 798
95 9 146 705
95 221 297 956
95 297 1 745
95 290 179 522
95 131 117 268
95 11 477 111
95 244 328 177
95 59 149 466
95 89 216 871
95 56 1 610
95 90 185 927
95 113 61 914
95 299 456 502
95 44 1 816
95 143 309 1
95 16 42 979
95 146 42 464
95 104 1 653
95 111 1 681
95 295 1 974
95 59 27 866
95 57 22 942
95 61 113 476
95 293 365 1
95 58 158 705
95 216 295 571
95 281 70 573
96 97 8 449
96 293 370 797
96 199 266 729
96 87 258 165
96 144 152 854
96 17 146 270
96 58 334 579
96 263 121 1000
96 234 287 992
96 240 268 991
96 221 300 1
96 234 347 423
96 23 154 615
96 266 500 417
96 106 477 1
96 146 96 1000
96 44 1 603
96 55 335 6
96 224 334 475
96 260 123 455
96 25 296 149
96 32 500 449
96 53 342 778
96 99 300 473
96 81 174 837
96 170 397 655
96 140 1 629
96 297 295 601
96 270 202 703
96 11 500 158
96 100 500 298
96 11 500 284
96 94 215 1
96 218 168 697
96 247 450 518
96 0 343 656
96 213 488 508
96 30 3 978
96 112 1 624
96 292 419 678
96 271 1 738
96 92 371 1
96 105 274 1
96 237 500 219
96 123 1 799
96 258 480 462
96 272 255 686
96 244 65 891
96 225 75 1000
96 206 492 103
96 243 279 119
96 255 324 431
96 72 500 321
96 123 128 1000
96 182 197 156
96 97 139 550
96 223 194 393
96 136 397 233
96 201 432 214
96 290 500 56
96 209 1 575
96 24 402 396
96 186 343 1
96 266 303 316
96 271 51 465
96 50 246 81
96 160 424 568
96 230 123 598
96 246 500 505
96 101 298 961
96 143 228 958
96 7 158 260
96 234 44 1000
96 2 120 416
96 156 15 699
96 193 240 947
96 112 291 688
96 153 194 1000
96 286 152 902
96 26 253 430
96 130 342 750
96 269 45 884
96 60 20 443
96 193 223 544
96 124 64 397
96 149 177 338
96 178 365 643
96 163 185 238
96 257 416 22
96 213 480 470
96 182 368 62
96 295 426 442
96 156 351 390
96 250 393 1
96 12 291 467
96 140 121 935
96 277 134 875
96 37 86 437
96 28 331 719
96 254 67 781
96 35 361 65
96 212 81 860
96 214 213 901
96 182 424 120
96 75 286 990
96 140 153 1000
96 115 500 265
96 74 500 248
96 206 12 655
97 98 14 761
97 102 189 1000
97 33 142 121
97 202 64 662
97 251 157 905
97 193 155 815
97 297 119 309
97 248 278 670
97 133 500 429
97 126 151 865
97 110 20 649
97 35 412 17
97 175 69 334
97 224 380 501
97 232 1 624
97 276 500 209
97 65 75 1000
97 222 130 1000
97 37 382 807
97 51 372 1
97 210 210 91
97 148 176 213
97 258 148 471
97 118 500 216
97 2 366 1
97 221 351 1
97 103 133 455
97 69 482 140
97 62 144 671
97 87 240 345
97 232 268 813
97 238 344 1
97 161 178 1000
97 222 236 578
97 216 27 362
97 202 148 806
97 105 294 929
97 111 220 757
97 238 63 891
97 10 1 541
97 92 263 1000
97 299 149 144
97 276 444 289
97 177 332 1
97 139 349 889
97 252 231 1000
97 3 186 194
97 54 418 373
97 27 152 436
97 29 91 395
97 16 245 250
97 204 1 912
97 17 362 782
97 186 1 846
97 257 98 242
97 82 500 251
97 266 241 117
97 221 87 1000
97 258 479 292
97 137 124 167
97 35 448 361
97 118 344 902
97 118 456 173
97 70 170 773
97 191 136 530
97 101 119 230
97 22 214 28
97 283 245 476
97 73 222 1000
97 157 53 636
97 247 249 58
97 101 500 568
97 288 466 211
97 287 379 39
97 204 477 420
97 207 296 426
97 9 218 81
97 15 325 1
97 218 132 863
97 19 396 297
97 227 125 164
97 256 85 810
97 219 288 802
97 157 353 186
97 159 130 338
97 177 500 220
97 232 282 311
97 137 310 1
97 199 149 465
97 212 347 680
97 3 426 153
97 206 131 530
97 3 319 927
97 12 496 403
97 95 500 328
98 99 1 821
98 242 120 831
98 284 3 485
98 182 203 963
98 240 321 62
98 43 457 107
98 71 276 944
98 22 10 636
98 298 260 26
98 296 61 555
98 297 347 637
98 135 435 36
98 296 142 884
98 282 401 379
98 232 271 370
98 92 298 116
98 171 434 1
98 180 182 974
98 57 469 1
98 18 185 107
98 214 67 397
98 258 1 764
98 242 111 467
98 263 212 213
98 223 226 725
98 110 170 75
98 73 244 1
98 199 345 1
98 193 37 340
98 280 403 112
98 57 190 966
98 27 161 567
98 137 406 1
98 172 1 653
98 273 182 583
98 180 441 130
98 261 500 160
98 281 495 597
98 14 461 226
98 115 414 1
98 45 161 333
98 177 496 510
98 245 435 105
98 147 328 91
98 207 202 1000
98 285 389 771
98 153 146 187
98 224 108 715
98 68 192 700
98 291 84 497
98 256 433 131
98 250 24 491
98 254 93 1000
98 244 465 130
98 222 158 583
98 212 73 1000
98 80 402 1
98 88 411 1
98 206 1 797
98 3 199 743
98 32 394 78
98 278 1 738
98 2 75 1000
98 63 419 301
98 100 1 654
98 244 464 387
98 40 427 466
98 89 330 917
98 222 2 591
98 290 388 639
98 60 161 1000
98 212 1 669
98 51 238 503
98 161 500 288
98 96 134 948
98 66 239 916
98 102 346 222
98 289 500 159
98 196 1 711
98 186 206 704
98 130 367 846
98 120 404 623
98 188 457 607
98 19 153 266
98 283 500 281
98 210 21 641
99 100 1 949
99 182 373 1
99 79 233 355
99 134 32 849
99 123 300 519
99 89 500 429
99 279 153 680
99 86 255 19
99 210 120 440
99 98 283 4
99 54 468 653
99 162 1 491
99 55 356 1
99 85 500 346
99 295 500 437
99 160 279 487
99 196 45 329
99 126 441 252
99 9 65 336
99 145 171 666
99 39 280 857
99 95 157 733
99 8 410 1
99 107 181 460
99 14 456 270
99 231 151 454
99 82 41 502
99 292 462 487
99 52 500 275
99 266 204 437
99 180 179 568
99 189 409 438
99 137 209 827
99 36 216 845
99 215 343 301
99 263 96 992
99 88 236 1
99 201 373 417
99 72 27 468
99 54 31 421
99 144 230 210
99 28 424 1
99 48 309 1
99 270 375 147
99 213 69 305
99 223 102 1000
99 3 235 1
99 267 294 640
99 23 88 954
99 14 104 401
99 3 447 292
99 52 500 274
99 66 500 247
99 187 214 1000
99 64 408 777
